Word,Meaning,POS,Phonetic,Example,Translation,Note,Unit
native,本国的,形,ˈneɪtɪv,The red fox is native to North America where it has adapted to various habitats across the continent.,红狐狸原产于北美洲，在那里适应了整个大陆的各种栖息地。,,16
struggle,奋斗，挣扎,动,ˈstrʌɡᵊl,Many students struggle with essay writing.,很多学生在论文写作方面都很吃力。,【其他—名】,16
enroll,登记，入学,动,ɪnˈrəʊl,Many students enroll in online courses for flexibility.,很多学生都会选择在线课程，这样更灵活。,【名】AmE enrollment/ BrE enrolment,16
dairy,乳制品的,形,ˈdeəri,Many people prefer dairy alternatives like almond milk.,很多人喜欢杏仁奶等乳制品替代品。,,16
unused,未使用的,形,ʌnˈjuːst,The items in the box are unused and brand new.,盒子里的物品都是全新未使用过的。,,16
renew,更新,动,rɪˈnjuː,The contract was renewed for another year with updated terms.,合同续签了一年，并更新了条款。,【名】renewal 更新,16
reasonable,合乎情理的，公道的,形,ˈriːzᵊnəbᵊl,The terms of the contract are reasonable and fair for both parties.,合同条款对双方都是合理公平的。,,16
enhance,提高，增进,动,ɪnˈhɑːns,Proper lighting can enhance the ambiance of a room.,合适的照明可以提升房间的氛围。,【名】enhancement,16
shuttle,穿梭，往返,动,ˈʃʌtᵊl,The space agency launched a shuttle to transport astronauts to the International Space Station.,航天局发射了一架航天飞机，将宇航员送往国际空间站。,【固】shuttle bus 摆渡车,16
baggage,行李,名,ˈbæɡɪʤ,The airline lost his baggage during the flight.,航空公司在飞行途中丢失了他的行李。,,16
depart,出发,动,dɪˈpɑːt,The flight is scheduled to depart at dawn.,航班定于黎明起飞。,【名】departure,16
terminal,终点，航站楼,名,ˈtɜːmɪnᵊl,The flight departs from the international terminal.,航班从国际航站楼起飞。,,16
ocean,海洋,名,ˈəʊʃᵊn,The ocean's waves crashed against the sandy shore.,海浪拍打着沙岸。,,16
remainder,剩余物,名,rɪˈmeɪndə,Only a small remainder of the snacks was left after the kids shared it.,孩子们分享完零食后，只剩下了一小部分。,,16
target,目标,名,ˈtɑːɡɪt,The advertising campaign aims to target a specific demographic for maximum impact.,广告活动的目标是针对特定人群，以产生最大影响。,,16
regarding,关于...的,动,rɪˈɡɑːdɪŋ,We will respond to you regarding your inquiry.,关于您的询问，我们将尽快给您答复。,,16
checkout,超市付款台，旅馆结账离开的时间,名,ˈʧəkˈaʊt,Customers proceed to checkout after selecting items for purchase.,顾客在选择要购买的商品后进入结账环节。,,16
satisfaction,满足,名,ˌsætɪsˈfækʃᵊn,Customer satisfaction is a priority for the business.,顾客满意是企业的首要任务。,【动】satisfy 满足；【形】satisfactory 满足的,16
rate,评价,动,reɪt,Customers can rate their experience on the satisfaction survey.,顾客可以在满意度调查中对自己的体验进行评分。,【其他—名】价格,16
index,指数,名,ˈɪndɛks,The stock market index is a measure of the overall performance of the market.,股市指数是衡量市场整体表现的指标。,,16
object,物体,名,ˈɒbʤɪkt,The antique shop displayed a fascinating object from the 19th century.,古董店里陈列着的物品来自十九世纪，十分迷人。,【其他—动】【音】object /əbˈdʒɛkt/【固】object to,16
shopper,购物者，顾客,名,ˈʃɒpə,The shopper explored different stores in the mall.,购物者逛了商场里不同的商店。,,16
specification,规范，规格，明细,名,ˌspɛsɪfɪˈkeɪʃᵊn,Always check the product specification before buying.,购买前一定要检查产品规格。,,16
loyal,忠实的,形,ˈlɔɪəl,Dogs are loyal.,狗是忠诚的。,【名】loyalty 忠诚，忠实,16
supplier,供应商,名,səˈplaɪə,The supplier sees to it that materials be delivered to the construction site on time.,供应商负责将材料准时送到施工现场。,,16
recreation,娱乐,名,ˌrɛkriˈeɪʃᵊn,Parks provide spaces for outdoor recreation activities.,公园为户外娱乐活动提供了场所。,,16
far,遥远的,形,fɑː,The park is not far from here.,公园离这里不远。,,16
utility,公共事业(电/水/瓦斯) ，有用性,名,juːˈtɪləti,The utility company supplies electricity and water to the community.,公用事业公司为社区提供水电。,,16
revenue,收入，收益,名,ˈrɛvɪnjuː,The company's revenue increased after a recently launched campaign.,公司最近开展了一项宣传活动，收益随之增加。,,16
president,总统，主席，校长，董事长,名,ˈprɛzɪdᵊnt,The company's president will attend the conference.,公司总裁将出席会议。,,16
headquarters,总部,名,ˈhɛdˈkwɔːtəz,The company's headquarters is located in the heart of the city.,公司总部位于市中心。,,16
specialize,专攻于…,动,ˈspɛʃəlaɪz,The company specializes in innovative technology.,公司专注于创新技术。,,16
primarily,主要地,副,ˈpraɪmərɪli,The company primarily focuses on sustainable practices.,公司主要关注于可持续发展的商业实践。,【形】primary,16
transition,过渡,名,trænˈzɪʃᵊn,The company is undergoing a smooth transition to new management.,公司正在顺利过渡到新的管理层。,,16
allocate,分配,动,ˈæləʊkeɪt,Companies allocate resources strategically to optimize efficiency and productivity.,公司战略性地分配资源，以优化效率和生产力。,,16
press,出版社，新闻界，报刊,名,prɛs,The company released its new design in the press conference.,公司在新闻发布会上发布了新设计。,【其他—动】按压,16
substantial,大量的，重大的,形,səbˈstænʃᵊl,The company experienced substantial growth in the last quarter.,公司在上一季度实现了大幅增长。,【近】considerable 可观的,16
nationwide,全国范围,副,ˌneɪʃᵊnˈwaɪd,The company operates nationwide.,公司在全国范围内开展业务。,【音】AmE /ˈneɪʃənˌwaɪd/；【其他—形】,16
legal,与法律有关的，合法的,形,ˈliːɡᵊl,Companies are obliged to engage in legal practice.,公司有义务合法地进行商业实践。,,16
network,网络，人际网,名,ˈnɛtwɜːk,The company has a strong professional network.,公司拥有强大的专家团队。,,16
terminate,终止,动,ˈtɜːmɪneɪt,The company had to terminate the employee's contract due to consistent performance issues.,公司因该员工的一贯表现问题而不得不终止其合同。,【易混】terminal 航站楼,16
moving,动人的，令人感动的，移动的，运动的,形,ˈmuːvɪŋ,The company is moving to a larger office space.,公司要搬到一个更大的办公场所。,,16
regulation,规则，规律,名,ˌrɛɡjəˈleɪʃᵊn,The company follows a strict routine safety checklist.,公司严格遵守例行安全检查清单。,【动】regulate 监管,16
corporation,企业,名,ˌkɔːpᵊrˈeɪʃᵊn,The corporation announced its expansion plans.,公司宣布了扩张计划。,,16
supply,提供，供给,动,səˈplaɪ,The company needs a steady source of supply of raw materials.,公司需要稳定的原材料供应来源。,【其他—名】,16
expansion,扩张，扩大,名,ɪksˈpænʃᵊn,The company's expansion into new markets was a strategic move.,公司向新市场扩张是一项战略举措。,【动】expand 扩张,17
invitation,邀请函，招待状,名,ˌɪnvɪˈteɪʃᵊn,An invitation to the company's annual gala was extended to all employees.,公司向所有员工发出了参加公司年度晚会的邀请。,【动】invite 邀请,17
annual,年度的,形,ˈænjuəl,The company hosts an annual conference for its employees.,公司为员工举办年度会议。,,17
bid,投标,名,bɪd,The company placed a bid for the new project.,公司为新项目投标。,,17
transport,运输,名,ˈtrænspɔːt,The company invested in a fleet of electric vehicles to transport goods more sustainably.,公司投资组建了一支电动车队，以更可持续的方式运输货物。,,17
sponsor,赞助商,名,ˈspɒnsə,The company agreed to sponsor the local sports team.,公司同意赞助当地运动队。,,17
personalized,个性化,形,ˈpɜːsᵊnᵊlaɪzd,The company offers personalized services to tailor experiences to each customer.,公司提供个性化服务，为每位客户量身定制体验。,【动】customize 定制,17
CEO,首席执行官,名,siː-iː-əʊ,The CEO of the company announced a new strategic plan for growth.,公司首席执行官宣布了新的发展战略计划。,【注】chief executive officer的缩写,17
division,部门，区分,名,dɪˈvɪʒᵊn,The company has a separate division for marketing.,公司设有单独的营销部门。,【近】department 部门,17
appoint,任命；确定时间/地点,动,əˈpɔɪnt,The company appointed him as the new CEO.,公司任命他为新任首席执行官。,【名】appointment 约会，约定,17
representative,担当者、代表,名,ˌrɛprɪˈzɛntətɪv,The company sent a representative to discuss the proposal.,公司派了一名代表来讨论方案。,【其他—形】代表的；【动】represent 代表,17
payroll,工资名单，工资总支出,名,ˈpeɪrəʊl,The company handles payroll processing every month.,公司每月都会处理工资单。,,17
profit,利益，收益,名,ˈprɒfɪt,The company saw a significant increase in profit.,公司利润大幅增长。,,17
raise,增加，提高,动,reɪz,The company decided to raise employee salaries to attract and retain top talent.,公司决定提高员工工资，以吸引和留住优秀人才。,,17
consolidate,合并,动,kənˈsɒlɪdeɪt,The company decided to consolidate its various departments for improved efficiency.,公司决定合并各个部门，以提高效率。,【名】consolidation 巩固，合并,17
luncheon,午宴,名,ˈlʌnʧən,The company hosted a luncheon to celebrate successful product release.,公司举行午宴庆祝产品成功发布。,,17
overseas,在国外,副,ˌəʊvəˈsiːz,The company expanded its business overseas to reach new markets.,公司将业务拓展到海外，以进入新的市场。,【其他—形】,17
reimburse,报销，偿还,动,ˌriːɪmˈbɜːs,The company will reimburse your travel expenses.,公司将报销您的差旅费。,【名】reimbursement 报销,17
recruit,招聘，雇佣,动,rɪˈkruːt,The company plans to recruit skilled professionals to expand its workforce.,公司计划招聘有技能的专业人员来扩大员工队伍。,【名】recruitment 招聘，recruiter 招聘者 ,17
extend,延长,动,ɪkˈstɛnd,The company plans to extend its services to Europe.,公司计划将服务扩展到欧洲。,,17
release,发布，上新，释放,动,rɪˈliːs,The company plans to release the latest software update to improve functionality.,公司计划发布最新的软件更新，以改进功能。,【近】launch 上新，推出,17
usage,使用量，使用,名,ˈjuːsɪʤ,The frequent usage of the company's conference room prompted the need for a reservation system.,公司会议室使用频繁，因此需要一个预订系统。,,17
promote,提拔，晋升，推销，推动,动,prəˈməʊt,Companies promote products for visibility.,公司会推广产品以提高知名度。,【动】promote；【名】promotion,17
ship,发送，运送,动,ʃɪp,The company will ship the package to your address.,公司会将包裹寄到您的地址。,,17
quarterly,季度地,名,ˈkwɔːtəli,The company publishes quarterly reports to update stakeholders.,公司发布季度报告，为利益相关者提供最新信息。,【固】quarterly report 季度报告,17
policy,政策，规定,名,ˈpɒləsi,The company has a strict policy on punctuality.,公司对守时性有严格的规定。,,17
guideline,指南，准则,名,ˈɡaɪdlaɪn,The company's guideline ensures ethical business practices.,公司的指导方针确保了商业行为的道德性。,,17
existing,现存的,形,ɪɡˈzɪstɪŋ,The company's existing policies are under review.,公司的现行政策正在审查中。,【动】exist 存在,17
chief,首席的，主要的,形,ʧiːf,The chief concern of the company is to improve customer satisfaction.,公司的首要考量是提高客户满意度。,,17
operation,营业，操作，实施，手术,名,ˌɒpᵊrˈeɪʃᵊn,The company's daily operation involves manufacturing and shipping products.,公司的日常运营包括生产和运输产品。,【动】operate 操作,17
gain,获得，取得,动,ɡeɪn,The company aims to gain a larger market share.,公司的目标是获得更大的市场份额。,【其他—名】收获；收益,17
turnover,营业额，离职率,名,ˈtɜːnˌəʊvə,The high turnover rate in the company indicated issues with employee retention.,公司的高离职率表明在留住员工方面存在问题。,【固】annual turnover  年度营业额,17
race,竞争,动,reɪs,The company's products range across various fields.,公司的产品涉及各个领域。,【其他—名】竞赛,17
petition,请愿,名,pəˈtɪʃᵊn,Citizens can submit a petition to express their concerns to the government.,公民可以提交请愿书，向政府表达他们的担忧。,,17
normally,普通地，通常地,副,ˈnɔːmᵊli,The bus normally arrives at the stop by 8 AM.,公交车通常在早上 8 点前到站。,,17
prevent,防止,动,prɪˈvɛnt,Public health campaigns aim to prevent the spread of infectious diseases.,公共卫生运动旨在预防传染病的传播。,【固】prevent from (doing) sth  防止（做）某事,17
transit,交通机关,名,ˈtrænzɪt,Public transit is an efficient way to commute.,公共交通是一种高效的通勤方式。,,17
rest,剩余物,名,rɛst,It's always a good idea to get some rest after a day's work.,工作一天后，休息一下总是好的。,【其他—名/动】休息,17
numerous,非常多的,形,ˈnjuːmərəs,Numerous opportunities await in the job market.,工作市场上有无数机会等着我们。,,17
expert,专门的,形,ˈɛkspɜːt,Crafting work requires expert handling,工艺制作需要专业操作,【其他—名】专家,17
safety,安全性,名,ˈseɪfti,Workers must follow safety guidelines when operating machinery.,工人在操作机器时必须遵守安全准则。,,17
lift,举起，提高,动,lɪft,Workers used a crane to lift heavy materials.,工人们用起重机吊起重物。,【其他—名】电梯,17
assemble,组装；召集,动,əˈsɛmbᵊl,The workers assembled the product quickly and efficiently.,工人们快速高效地组装产品。,【名】assembly 集会；聚集,17
structural,构造上的，结构上的,形,ˈstrʌkʧᵊrᵊl,The engineers examined the structural integrity of the building.,工程师们检查了大楼的结构完整性。,【名】structure 结构,17
prototype,原型，雏形最初形态,名,ˈprəʊtəʊtaɪp,The engineer developed a prototype for testing.,工程师开发了一个原型进行测试。,,17
machinery,机械类（统指机器，尤其指大型机器）,名,məˈʃiːnᵊri,The factory uses advanced machinery for production.,工厂使用先进的机器进行生产。,,17
subjective,主观的,形,səbˈʤɛktɪv,Personal opinions and experiences make subjective judgments challenging to evaluate.,个人观点和经验使得主观判断难以评估。,【固】subjective experience 主观经验，be subjective about 对...有个人看法 【反】objective 客观的,17
projector,投影仪,名,prəˈʤɛktə,The presentation was enhanced with a high-quality projector.,高质量的投影仪增强了演示效果。,,17
cookware,料理厨具,名,ˈkʊkwɛː,High-quality cookware is essential for any chef.,高品质的厨具对任何主厨来说都是必不可少的。,,17
concentration,专注,名,ˌkɒnsənˈtreɪʃᵊn,High levels of concentration are necessary for solving complex problems.,高度集中注意力是解决复杂问题的必要条件。,,17
merely,仅仅,副,ˈmɪəli,The correction was merely a suggestion to improve the overall quality of the report.,改正仅仅是提高报告整体质量的一个建议。,,17
preserve,保存，保护，保留,动,prɪˈzɜːv,The organization is dedicated to preserveing natural habitats.,该组织致力于保护自然栖息地。,【名】preservation 保护,17
official,官方的,形,əˈfɪʃᵊl,The official announcement came from the organization's spokesperson.,该组织的发言人正式宣布了这一消息。,【其他—名】官员，高级职员,17
require,要求,动,rɪˈkwaɪə,The job position will require candidates to have strong communication skills.,该职位要求应聘者具备较强的沟通能力。,【名】requirement 要求,17
quota,定额，限额,名,ˈkwəʊtə,The employee met his sales quota for the month.,该员工完成了本月的销售配额。,【易混】quote 报价；引用,17
merit,优点,名,ˈmɛrɪt,The student received an award for academic merit at the end of the school year.,该学生在学年结束时获得了学业优秀奖。,,17
demand,需求；命令,名,dɪˈmɑːnd,There is a high demand for skilled programmers in the industry.,该行业对熟练程序员的需求量很大。,【其他—动】命令，要求,17
huge,巨大的,形,hjuːʤ,The project requires a huge investment of time and resources.,该项目需要投入大量的时间和资源。,,17
involve,参与；涉及,动,ɪnˈvɒlv,The project involves experts from various fields.,该项目涉及各个领域的专家。,【名】involvement 参与,17
favorable,有利的，赞同的,形,ˈfeɪvərəbᵊl,The project received favorable reviews from the critics.,该项目获得了评论界的好评。,【动/名】favor 赞同，支持,17
billion,十亿,名,ˈbɪljən,The project cost several billion dollars.,该项目耗资数十亿美元。,,17
internationally,国际地,副,ˌɪntəˈnæʃᵊnᵊli,The project is internationally recognized.,该项目得到了国际认可。,,17
trustee,受托人,名,ˌtrʌsˈtiː,The university appointed a trustee to oversee the financial decisions and investments of the endowment fund.,该所大学任命了一名托管人，负责监督基金的使用和投资。,,17
database,数据库,名,ˈdeɪtəˌbeɪs,The database contains extensive information on regional flora and fauna.,该数据库包含相关地区动植物的大量信息。,,17
electricity,电气，电力,名,ˌɪlɪkˈtrɪsəti,The city is working to reduce its electricity consumption.,该市正在努力减少用电量。,,18
incorporate,包含，吸收，使并入,动,ɪnˈkɔːpᵊreɪt,The recipe incorporates ingredients from different cultures.,该食谱融合了来自不同文化的食材。,,18
demonstrate,演示；示威游行,动,ˈdɛmənstreɪt,The experiment will demonstrate the basic principles of physics.,该实验将展示物理学的基本原理。,【名】demonstration,18
device,装置,名,dɪˈvaɪs,The device allows users to track their fitness.,该设备允许用户跟踪自己的健身情况。,,18
able,有能力的,形,ˈeɪbᵊl,The device is able to connect to the internet.,该设备可以连接互联网。,【名】ability 能力,18
generate,产生，生成,动,ˈʤɛnəreɪt,This software can generate detailed reports automatically.,该软件可自动生成详细报告。,,18
platform,平台，站台,名,ˈplætfɔːm,The platform provides a space for online discussions.,该平台为在线讨论提供了一个空间。,,18
load,装载,名,ləʊd,The truck has a maximum load capacity of 5 tons.,该卡车的最大载重量为 5 吨。,【其他—动】,18
originally,起初,副,əˈrɪʤᵊnᵊli,Originally the building served as a warehouse before it was converted into offices.,该建筑最初是一个仓库，后来改建成了办公室。,,18
reunion,重聚,名,ˌriːˈjuːnjən,The family organized a reunion to bring relatives together after many years.,该家庭组织了一次团聚活动，让亲戚们在多年后重聚。,,18
fund,资金，基金,名,fʌnd,The fund was established to support local entrepreneurs.,该基金设立是为了支持当地企业家。,,18
carrier,载体，运输公司，运输车，航母,名,ˈkæriə,The airline is a major carrier connecting various destinations worldwide.,该航空公司是连接全球各个目的地的主要航空公司。,【固】mail carrier 快递员,18
misleading,误导,动,mɪsˈliːdɪŋ,The advertisement was misleading and lead consumers to believe false claims about the product.,该广告具有误导性，导致消费者相信关于该产品的虚假说法。,,18
leak,泄露，漏,名,liːk,The company faced a PR crisis due to a leak of confidential information.,该公司因机密信息泄露而面临公关危机。,【其他—动】,18
leading,一流的,形,ˈliːdɪŋ,The company is known for its leading position in the tech industry.,该公司以其在科技行业的领先地位而闻名。,,18
issue,发行,动,ˈɪʃuː,The company plans to issue a statement regarding the incident.,该公司计划就这一事件发表声明。,【其他—名】（报刊、杂志等）期,18
distribute,分发，分散，分布,动,dɪˈstrɪbjuːt,The company distributes its products worldwide.,该公司的产品销往世界各地。,【名】distribution,18
growing,增加的，增长的,形,ˈɡrəʊɪŋ,The area is experiencing a growing interest in sustainable living.,该地区对可持续生活的兴趣与日俱增。,,18
prosperous,繁荣的,形,ˈprɒspərəs,The region became prosperous due to successful economic development projects.,该地区的繁荣得益于成功的经济发展项目。,,18
excellence,优秀,名,ˈɛksᵊlᵊns,The university is known for its academic excellence.,该大学以其卓越的学术成就而闻名。,【形】excellent 优秀的，卓越的；【动】excel 卓越，超越,18
prospective,预期的,形,prəsˈpɛktɪv,The university attracts many prospective students with its excellent programs.,该大学以其优秀的课程吸引了许多未来的学生。,【名】prospect 展望,18
generous,慷慨大方的,形,ˈʤɛnᵊrəs,The charity was known for its generous donations.,该慈善机构以慷慨捐赠而闻名。,【名】generosity 慷慨,18
budget,预算,名,ˈbʌʤɪt,The department is working with a limited budget.,该部门的预算有限。,,18
nearby,附近地,副,ˈnɪəbaɪ,There's a grocery store nearby where you can buy essentials.,附近有一家杂货店，您可以在那里购买生活必需品。,,18
neglect,忽视,名,nɪˈɡlɛkt,Parents should never neglect the emotional needs of their children.,父母永远不要忽视孩子的情感需求。,【形】 neglectful 疏忽的,18
warn,警告,动,wɔːn,Parents often warn their children about the dangers of crossing the road without looking.,父母经常告诫孩子过马路不看路的危险。,【固】warn someone about/of 警告某人关于...,18
comfort,舒适,名,ˈkʌmfət,The ergonomic chair provides comfort for long hours of work.,符合人体工程学的椅子为长时间工作提供了舒适感。,【形】comfortable 舒适的,18
platter,浅盘,名,ˈplætə,The waiter brought a delicious appetizer on a silver platter.,服务员用银盘端上了美味的开胃菜。,,18
tip,建议，小费,名,tɪp,The waiter received a generous tip for providing excellent service during the meal.,服务员因在用餐过程中提供了优质服务而获得了丰厚的小费。,,18
data,数据,名,ˈdeɪtə,Analysts use data to predict market trends with accuracy.,分析师利用数据准确预测市场趋势。,,18
estimate,估价，估计,名,ˈɛstɪmeɪt,Analysts provided an estimate for the project.,分析人员提供了项目估算。,【其他—动】估计,18
overhead,头顶上地,副,ˈəʊvɛhɛd,The aircraft flew overhead leaving a trail in the sky.,飞机从头顶飞过，在空中留下一道痕迹。,【其他—形】/ˈəʊvəhɛd/,18
textile,纺织品,名,ˈtɛkstaɪl,The textile industry is a booming one.,纺织业正在蓬勃发展。,,18
export,输出，出口品,名,ˈɛkspɔːt,The country's export of textiles is a major economic driver.,纺织品出口是该国的主要经济驱动力。,【其他—动】；【反】import 进口,18
remodel,改建,动,ˌriːˈmɒdᵊl,The homeowners decided to remodel their kitchen for a more modern look.,房主决定改造他们的厨房，使其更具现代感。,,18
furnishing,家具,名,ˈfɜːnɪʃɪŋ,The room's furnishing included an antique desk and a comfortable chair.,房间里的家具包括一张古董书桌和一把舒适的椅子。,,18
lighting,照明,名,ˈlaɪtɪŋ,The room's lighting creates a warm and cozy atmosphere.,房间的灯光营造出温暖舒适的氛围。,,18
commission,手续费，佣金，委员会,名,kəˈmɪʃᵊn,The real estate agent earns a commission for each successful sale.,房地产经纪人从每笔成功的销售中赚取佣金。,,18
agent,代理人,名,ˈeɪʤᵊnt,The real estate agent helped the couple find their dream home.,房地产经纪人帮助这对夫妇找到了他们的梦想家园。,【名】agency 代理商 ,18
delay,延迟,名,dɪˈleɪ,Heavy traffic caused a delay in the delivery schedule.,繁忙的交通导致送货时间推迟。,【其他—动】,18
contrast,对比，差异,名,ˈkɒntrɑːst,The contrast between the bustling city and the peaceful countryside was striking.,繁华的城市与宁静的乡村形成了鲜明的对比。,【其他—动】对比，对照,18
translation,翻译,名,trænzˈleɪʃᵊn,The translation service helps bridge language barriers.,翻译服务有助于消除语言障碍。,【动】translate 翻译,18
transform,转换,动,trænsˈfɔːm,The renovation will transform the old building into a modern  space.,翻新工程将把旧楼改造成一个现代化的空间。,,18
prohibit,禁止,动,prəˈhɪbɪt,Laws are in place to prohibit discrimination based on race.,法律禁止基于种族的歧视。,【名】prohibition 禁令,18
judge,判断,动,ˈʤʌʤ,The judge carefully considered all evidence before reaching a verdict.,法官在做出判决之前仔细考虑了所有证据。,【其他词名】法官,18
spokesperson,发言人,名,ˈspəʊksˌpɜːsᵊn,The spokesperson addressed the media about the incident.,发言人就该事件向媒体发表讲话。,,18
emphasize,强调,动,ˈɛmfəsaɪz,The speaker will emphasize the importance of sustainability.,发言人将强调可持续发展的重要性。,【名】emphasis 强调，重点,18
following,接下来的,形,ˈfɒləʊɪŋ,The launch event will be held in the following month.,发布活动将在下个月举行。,,18
active,活跃的,形,ˈæktɪv,She has been an active member of the club for years.,多年来，她一直是俱乐部的活跃成员。,【反】inactive 不活跃的,18
comparison,比较,名,kəmˈpærɪsᵊn,A thorough comparison of the two products revealed distinct features.,对这两种产品进行全面比较后发现，它们各有特点。,【形】comparable可以匹敌的，comparative 比较而言的，相对的,18
closure,关闭，倒闭 ,名,ˈkləʊʒə,The closure of the business was a difficult decision for the owner.,对于业主来说，关闭诊所是一个艰难的决定。,【近】coworker， associate， workmate,18
congratulate,恭喜，祝贺,动,kənˈɡræʧʊleɪt,I want to congratulate you on your well-deserved promotion.,对于您这次当之无愧的晋升，我表示祝贺。,【名】congratulation,18
recognize,认可，表彰,动,ˈrɛkəɡnaɪz,It's essential to recognize the efforts of team members in achieving milestones.,对团队成员在取得阶段性成果时所付出的努力给予肯定是非常重要的。,,18
inspection,检查，检测，审查,名,ɪnˈspɛkʃᵊn,The inspection of the machinery revealed a need for maintenance.,对机器进行检查后发现需要维护。,,18
independent,独立的,形,ˌɪndɪˈpɛndənt,Independent thinkers often excel.,独立思考的人往往卓越超群。,,18
chairperson,议长,名,ˈʧeəˌpɜːsᵊn,The chairperson led the board meeting to discuss important matters.,董事长主持董事会讨论重要事项。,,18
authorize,授权,动,ˈɔːθəraɪz,The board authorized the new investment.,董事会批准了新的投资。,【名】authorization,18
resolution,坚定，决心，决议，分解,名,ˌrɛzəˈluːʃᵊn,Setting a resolution can lead to positive changes in life.,定下目标可以让生活发生积极的变化。,,18
correspond,对应,动,ˌkɒrɪsˈpɒnd,It's crucial to correspond with clients regularly to maintain strong relationships.,定期与客户通信以保持稳固的关系至关重要。,,18
emergency,紧急情况,名,ɪˈmɜːʤᵊnsi,Regular fire drills prepare us for emergency.,定期消防演习让我们做好应急准备。,,18
maintenance,维护，保养,名,ˈmeɪntᵊnəns,Regular maintenance ensures equipment longevity.,定期维护可确保设备的使用寿命。,【动】maintain 维护，保持，保养,18
moderate,缓和,动,ˈmɒdᵊrət,Regular walks contribute to a moderate exercise routine and promote overall health and well-being.,定期散步有助于适度锻炼，促进整体健康和幸福。,【其他—形】温和的，适度的,18
progress,进展，进步,名,ˈprəʊɡrɛs,Regular assessments help track student progress.,定期评估有助于跟踪学生的进步。,,18
dental,牙医的,形,ˈdɛntᵊl,Regular dental check-ups are important for oral health.,定期检查牙齿对口腔健康非常重要。,【名】dentist 牙医,18
saving,节约,名,ˈseɪvɪŋ,Regular saving is essential for future financial goals.,定期储蓄对实现未来的财务目标至关重要。,,19
newsletter,公司内部通讯， 简报,名,ˈnjuːzˌlɛtə,Subscribe to the newsletter for regular updates and news.,订阅时事通讯，了解定期更新和新闻。,,19
replacement,代替品，更换,名,rɪˈpleɪsmənt,A new part was ordered as a replacement for the broken machine.,订购了一个新零件来替换坏掉的机器。,【动】replace,19
volume,卷，量，音量，体积,名,ˈvɒljuːm,Adjust the volume for a comfortable listening experience.,调节音量，享受舒适的听觉体验。,,19
general,普遍的，整体的,形,ˈʤɛnᵊrᵊl,The survey provides a general overview of consumer preferences.,调查提供了消费者偏好的总体概况。,,19
array,系列，队列,名,əˈreɪ,The store displayed an impressive array of products.,店内陈列的产品琳琅满目，令人印象深刻。,,19
various,各种各样的,形,ˈveəriəs,The store offers various options for different preferences.,店里为不同喜好的人提供各种选择。,【名】variety 各式各样,19
store,保管，储存,动,stɔː,The store offers a variety of products.,店里的商品琳琅满目。,【其他—名】商店,19
goods,商品,名,ɡʊdz,The store offers a wide range of household goods.,店里的家居用品琳琅满目。,,19
electronic,电子的,形,ɪˌlɛkˈtrɒnɪk,Electronic gadgets have become an integral part of modern life.,电子产品已成为现代生活不可或缺的一部分。,【易混】electric 电的,19
length,长度,名,lɛŋθ,The length of the movie was two hours.,电影时长为两个小时。,,19
duration,持续时间,名,djʊˈreɪʃᵊn,The duration of the movie is two hours.,电影时长为两个小时。,,19
setting,环境，场所,名,ˈsɛtɪŋ,The movie's setting was a charming small town.,电影的背景设定在一个迷人的小镇。,,19
channel,频道 途径 海峡 航道,名,ˈʧænᵊl,The TV channel broadcasted the live event to a global audience.,电视频道向全球观众直播了此次活动。,,19
vehicle,机动车,名,ˈvɪəkᵊl,The electric vehicle is eco-friendly and energy-efficient.,电动车环保节能。,,19
last,持续,动,lɑːst,The battery should last for several hours.,电池应该可以使用几个小时。,【其他—形】最后的；【形】lasting 持续的,19
workday,工作时间，平日,名,ˈwɜːkdeɪ,A typical workday usually lasts for eight hours.,典型的工作日通常为 8 小时。,,19
board,乘坐交通载具,动,bɔːd,Always make sure to keep an eye on your belongings after boarding.,登机后一定要看管好自己的物品。,,19
lighthouse,灯塔,名,ˈlaɪthaʊs,The lighthouse guides ships safely to the shore.,灯塔指引船只安全靠岸。,,19
roadway,道路，车道,名,ˈrəʊdweɪ,The roadway was closed for maintenance.,道路因维修而封闭。,,19
mentor,导师，指导者,名,ˈmɛntɔː,A mentor is supposed to provide guidance and support.,导师应该提供指导和支持。,,19
thrilled,激动的,形,θrɪld,The students were thrilled when they heard about the surprise field trip.,当学生们得知这次意外的实地考察时，都非常兴奋。,【名/动】thrive 繁荣/茁壮成长,19
represent,代表,动,ˌrɛprɪˈzɛnt,The elected representative works to represent the interests of the community.,当选的代表代表社区的利益。,,19
situation,情况,名,ˌsɪʧuˈeɪʃᵊn,The current situation calls for immediate action to address the issue.,当前的形势要求我们立即采取行动解决问题。,,19
decoration,装饰,名,ˌdɛkəˈreɪʃᵊn,The decoration of the hall added to the festive ambiance.,大厅的装饰更增添了节日气氛。,【动】decorate,19
steel,钢铁,名,stiːl,The building's structure is made of steel.,大楼的结构由钢材制成。,,19
remark,评论，意见,名,rɪˈmɑːk,The majority of citizens made positive remarks about the infrastruture compaign.,大多数市民对基础设施建设活动给予了积极评价。,,19
cartridge,墨盒，磁带，弹药桶,名,ˈkɑːtrɪʤ,The printer cartridge needs to be replaced for better print quality.,打印机墨盒需要更换，以提高打印质量。,,19
promotional,促销的，宣传用的,形,prəˈməʊʃᵊnᵊl,The promotional offer attracted many customers.,促销活动吸引了很多客户。,,19
